# mgf_spectrum_id,mgf_inchikey,mgf_smiles,mibig_id,mibig_name,mibig_inchi,mibig_smiles
CCMSLIB00000001552,USXIYWCPCGVOKF-NOENWEJRSA-N,C[C@H]1[C@H](CCCC(C)(Cl)Cl)OC(=O)C2=CSC(=N2)[C@@H](OC(C)=O)C(C)(C)OC(=O)C2=CSC(=N2)[C@@H](OC1=O)C(C)(C)O,BGC0001000,Hectochlorin,USXIYWCPCGVOKF-NOENWEJRSA-N,C[C@H]1[C@H](CCCC(C)(Cl)Cl)OC(=O)C2=CSC(=N2)[C@@H](OC(C)=O)C(C)(C)OC(=O)C2=CSC(=N2)[C@@H](OC1=O)C(C)(C)O
CCMSLIB00004696719,MQYXUWHLBZFQQO-ISZJTHHZSA-N,N/A,BGC0001317,lupeol,MQYXUWHLBZFQQO-QGTGJCAVSA-N,CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]3CC[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)C
CCMSLIB00004696720,MQYXUWHLBZFQQO-ISZJTHHZSA-N,N/A,BGC0001317,lupeol,MQYXUWHLBZFQQO-QGTGJCAVSA-N,CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]3CC[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)C
CCMSLIB00004696721,MQYXUWHLBZFQQO-ISZJTHHZSA-N,N/A,BGC0001317,lupeol,MQYXUWHLBZFQQO-QGTGJCAVSA-N,CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]3CC[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)C
CCMSLIB00004696722,MQYXUWHLBZFQQO-ISZJTHHZSA-N,N/A,BGC0001317,lupeol,MQYXUWHLBZFQQO-QGTGJCAVSA-N,CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]3CC[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)C
CCMSLIB00004696723,MQYXUWHLBZFQQO-ISZJTHHZSA-N,N/A,BGC0001317,lupeol,MQYXUWHLBZFQQO-QGTGJCAVSA-N,CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]3CC[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)C
CCMSLIB00004696724,MQYXUWHLBZFQQO-ISZJTHHZSA-N,N/A,BGC0001317,lupeol,MQYXUWHLBZFQQO-QGTGJCAVSA-N,CC(=C)[C@@H]1CC[C@]2([C@H]1[C@H]3CC[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O)C)C
CCMSLIB00004697427,IXORZMNAPKEEDV-SNTJWBGVSA-N,N/A,BGC0001269,gibberellin A3,IXORZMNAPKEEDV-OBDJNFEBSA-N,C[C@@]12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@](C4)(C(=C)C5)O)C(=O)O)OC2=O)O
CCMSLIB00004697427,IXORZMNAPKEEDV-SNTJWBGVSA-N,N/A,BGC0001604,gibberellin,IXORZMNAPKEEDV-QTWFBFKQSA-N,CC12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@](C4)(C(=C)C5)O)C(=O)O)OC2=O)O
CCMSLIB00004697427,IXORZMNAPKEEDV-SNTJWBGVSA-N,N/A,BGC0001605,gibberellin,IXORZMNAPKEEDV-QTWFBFKQSA-N,CC12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@](C4)(C(=C)C5)O)C(=O)O)OC2=O)O
CCMSLIB00004697428,IXORZMNAPKEEDV-SNTJWBGVSA-N,N/A,BGC0001269,gibberellin A3,IXORZMNAPKEEDV-OBDJNFEBSA-N,C[C@@]12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@](C4)(C(=C)C5)O)C(=O)O)OC2=O)O
CCMSLIB00004697428,IXORZMNAPKEEDV-SNTJWBGVSA-N,N/A,BGC0001604,gibberellin,IXORZMNAPKEEDV-QTWFBFKQSA-N,CC12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@](C4)(C(=C)C5)O)C(=O)O)OC2=O)O
CCMSLIB00004697428,IXORZMNAPKEEDV-SNTJWBGVSA-N,N/A,BGC0001605,gibberellin,IXORZMNAPKEEDV-QTWFBFKQSA-N,CC12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@](C4)(C(=C)C5)O)C(=O)O)OC2=O)O
CCMSLIB00004697429,IXORZMNAPKEEDV-SNTJWBGVSA-N,N/A,BGC0001269,gibberellin A3,IXORZMNAPKEEDV-OBDJNFEBSA-N,C[C@@]12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@](C4)(C(=C)C5)O)C(=O)O)OC2=O)O
CCMSLIB00004697429,IXORZMNAPKEEDV-SNTJWBGVSA-N,N/A,BGC0001604,gibberellin,IXORZMNAPKEEDV-QTWFBFKQSA-N,CC12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@](C4)(C(=C)C5)O)C(=O)O)OC2=O)O
CCMSLIB00004697429,IXORZMNAPKEEDV-SNTJWBGVSA-N,N/A,BGC0001605,gibberellin,IXORZMNAPKEEDV-QTWFBFKQSA-N,CC12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@](C4)(C(=C)C5)O)C(=O)O)OC2=O)O
CCMSLIB00004697430,IXORZMNAPKEEDV-SNTJWBGVSA-N,N/A,BGC0001269,gibberellin A3,IXORZMNAPKEEDV-OBDJNFEBSA-N,C[C@@]12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@](C4)(C(=C)C5)O)C(=O)O)OC2=O)O
CCMSLIB00004697430,IXORZMNAPKEEDV-SNTJWBGVSA-N,N/A,BGC0001604,gibberellin,IXORZMNAPKEEDV-QTWFBFKQSA-N,CC12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@](C4)(C(=C)C5)O)C(=O)O)OC2=O)O
CCMSLIB00004697430,IXORZMNAPKEEDV-SNTJWBGVSA-N,N/A,BGC0001605,gibberellin,IXORZMNAPKEEDV-QTWFBFKQSA-N,CC12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@](C4)(C(=C)C5)O)C(=O)O)OC2=O)O
CCMSLIB00004697431,IXORZMNAPKEEDV-SNTJWBGVSA-N,N/A,BGC0001269,gibberellin A3,IXORZMNAPKEEDV-OBDJNFEBSA-N,C[C@@]12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@](C4)(C(=C)C5)O)C(=O)O)OC2=O)O
CCMSLIB00004697431,IXORZMNAPKEEDV-SNTJWBGVSA-N,N/A,BGC0001604,gibberellin,IXORZMNAPKEEDV-QTWFBFKQSA-N,CC12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@](C4)(C(=C)C5)O)C(=O)O)OC2=O)O
CCMSLIB00004697431,IXORZMNAPKEEDV-SNTJWBGVSA-N,N/A,BGC0001605,gibberellin,IXORZMNAPKEEDV-QTWFBFKQSA-N,CC12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@](C4)(C(=C)C5)O)C(=O)O)OC2=O)O
CCMSLIB00004697432,IXORZMNAPKEEDV-SNTJWBGVSA-N,N/A,BGC0001269,gibberellin A3,IXORZMNAPKEEDV-OBDJNFEBSA-N,C[C@@]12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@](C4)(C(=C)C5)O)C(=O)O)OC2=O)O
CCMSLIB00004697432,IXORZMNAPKEEDV-SNTJWBGVSA-N,N/A,BGC0001604,gibberellin,IXORZMNAPKEEDV-QTWFBFKQSA-N,CC12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@](C4)(C(=C)C5)O)C(=O)O)OC2=O)O
CCMSLIB00004697432,IXORZMNAPKEEDV-SNTJWBGVSA-N,N/A,BGC0001605,gibberellin,IXORZMNAPKEEDV-QTWFBFKQSA-N,CC12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@](C4)(C(=C)C5)O)C(=O)O)OC2=O)O
CCMSLIB00004697433,IXORZMNAPKEEDV-SNTJWBGVSA-N,N/A,BGC0001269,gibberellin A3,IXORZMNAPKEEDV-OBDJNFEBSA-N,C[C@@]12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@](C4)(C(=C)C5)O)C(=O)O)OC2=O)O
CCMSLIB00004697433,IXORZMNAPKEEDV-SNTJWBGVSA-N,N/A,BGC0001604,gibberellin,IXORZMNAPKEEDV-QTWFBFKQSA-N,CC12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@](C4)(C(=C)C5)O)C(=O)O)OC2=O)O
CCMSLIB00004697433,IXORZMNAPKEEDV-SNTJWBGVSA-N,N/A,BGC0001605,gibberellin,IXORZMNAPKEEDV-QTWFBFKQSA-N,CC12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@](C4)(C(=C)C5)O)C(=O)O)OC2=O)O
CCMSLIB00004697434,IXORZMNAPKEEDV-SNTJWBGVSA-N,N/A,BGC0001269,gibberellin A3,IXORZMNAPKEEDV-OBDJNFEBSA-N,C[C@@]12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@](C4)(C(=C)C5)O)C(=O)O)OC2=O)O
CCMSLIB00004697434,IXORZMNAPKEEDV-SNTJWBGVSA-N,N/A,BGC0001604,gibberellin,IXORZMNAPKEEDV-QTWFBFKQSA-N,CC12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@](C4)(C(=C)C5)O)C(=O)O)OC2=O)O
CCMSLIB00004697434,IXORZMNAPKEEDV-SNTJWBGVSA-N,N/A,BGC0001605,gibberellin,IXORZMNAPKEEDV-QTWFBFKQSA-N,CC12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@](C4)(C(=C)C5)O)C(=O)O)OC2=O)O
CCMSLIB00004697435,IXORZMNAPKEEDV-SNTJWBGVSA-N,N/A,BGC0001269,gibberellin A3,IXORZMNAPKEEDV-OBDJNFEBSA-N,C[C@@]12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@](C4)(C(=C)C5)O)C(=O)O)OC2=O)O
CCMSLIB00004697435,IXORZMNAPKEEDV-SNTJWBGVSA-N,N/A,BGC0001604,gibberellin,IXORZMNAPKEEDV-QTWFBFKQSA-N,CC12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@](C4)(C(=C)C5)O)C(=O)O)OC2=O)O
CCMSLIB00004697435,IXORZMNAPKEEDV-SNTJWBGVSA-N,N/A,BGC0001605,gibberellin,IXORZMNAPKEEDV-QTWFBFKQSA-N,CC12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@](C4)(C(=C)C5)O)C(=O)O)OC2=O)O
CCMSLIB00004697436,IXORZMNAPKEEDV-SNTJWBGVSA-N,N/A,BGC0001269,gibberellin A3,IXORZMNAPKEEDV-OBDJNFEBSA-N,C[C@@]12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@](C4)(C(=C)C5)O)C(=O)O)OC2=O)O
CCMSLIB00004697436,IXORZMNAPKEEDV-SNTJWBGVSA-N,N/A,BGC0001604,gibberellin,IXORZMNAPKEEDV-QTWFBFKQSA-N,CC12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@](C4)(C(=C)C5)O)C(=O)O)OC2=O)O
CCMSLIB00004697436,IXORZMNAPKEEDV-SNTJWBGVSA-N,N/A,BGC0001605,gibberellin,IXORZMNAPKEEDV-QTWFBFKQSA-N,CC12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@](C4)(C(=C)C5)O)C(=O)O)OC2=O)O
CCMSLIB00004697437,IXORZMNAPKEEDV-SNTJWBGVSA-N,N/A,BGC0001269,gibberellin A3,IXORZMNAPKEEDV-OBDJNFEBSA-N,C[C@@]12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@](C4)(C(=C)C5)O)C(=O)O)OC2=O)O
CCMSLIB00004697437,IXORZMNAPKEEDV-SNTJWBGVSA-N,N/A,BGC0001604,gibberellin,IXORZMNAPKEEDV-QTWFBFKQSA-N,CC12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@](C4)(C(=C)C5)O)C(=O)O)OC2=O)O
CCMSLIB00004697437,IXORZMNAPKEEDV-SNTJWBGVSA-N,N/A,BGC0001605,gibberellin,IXORZMNAPKEEDV-QTWFBFKQSA-N,CC12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@](C4)(C(=C)C5)O)C(=O)O)OC2=O)O
CCMSLIB00004697438,IXORZMNAPKEEDV-SNTJWBGVSA-N,N/A,BGC0001269,gibberellin A3,IXORZMNAPKEEDV-OBDJNFEBSA-N,C[C@@]12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@](C4)(C(=C)C5)O)C(=O)O)OC2=O)O
CCMSLIB00004697438,IXORZMNAPKEEDV-SNTJWBGVSA-N,N/A,BGC0001604,gibberellin,IXORZMNAPKEEDV-QTWFBFKQSA-N,CC12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@](C4)(C(=C)C5)O)C(=O)O)OC2=O)O
CCMSLIB00004697438,IXORZMNAPKEEDV-SNTJWBGVSA-N,N/A,BGC0001605,gibberellin,IXORZMNAPKEEDV-QTWFBFKQSA-N,CC12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@](C4)(C(=C)C5)O)C(=O)O)OC2=O)O
CCMSLIB00004697439,IXORZMNAPKEEDV-SNTJWBGVSA-N,N/A,BGC0001269,gibberellin A3,IXORZMNAPKEEDV-OBDJNFEBSA-N,C[C@@]12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@](C4)(C(=C)C5)O)C(=O)O)OC2=O)O
CCMSLIB00004697439,IXORZMNAPKEEDV-SNTJWBGVSA-N,N/A,BGC0001604,gibberellin,IXORZMNAPKEEDV-QTWFBFKQSA-N,CC12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@](C4)(C(=C)C5)O)C(=O)O)OC2=O)O
CCMSLIB00004697439,IXORZMNAPKEEDV-SNTJWBGVSA-N,N/A,BGC0001605,gibberellin,IXORZMNAPKEEDV-QTWFBFKQSA-N,CC12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@](C4)(C(=C)C5)O)C(=O)O)OC2=O)O
CCMSLIB00004697440,IXORZMNAPKEEDV-SNTJWBGVSA-N,N/A,BGC0001269,gibberellin A3,IXORZMNAPKEEDV-OBDJNFEBSA-N,C[C@@]12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@](C4)(C(=C)C5)O)C(=O)O)OC2=O)O
CCMSLIB00004697440,IXORZMNAPKEEDV-SNTJWBGVSA-N,N/A,BGC0001604,gibberellin,IXORZMNAPKEEDV-QTWFBFKQSA-N,CC12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@](C4)(C(=C)C5)O)C(=O)O)OC2=O)O
CCMSLIB00004697440,IXORZMNAPKEEDV-SNTJWBGVSA-N,N/A,BGC0001605,gibberellin,IXORZMNAPKEEDV-QTWFBFKQSA-N,CC12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@](C4)(C(=C)C5)O)C(=O)O)OC2=O)O
CCMSLIB00004697441,IXORZMNAPKEEDV-SNTJWBGVSA-N,N/A,BGC0001269,gibberellin A3,IXORZMNAPKEEDV-OBDJNFEBSA-N,C[C@@]12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@](C4)(C(=C)C5)O)C(=O)O)OC2=O)O
CCMSLIB00004697441,IXORZMNAPKEEDV-SNTJWBGVSA-N,N/A,BGC0001604,gibberellin,IXORZMNAPKEEDV-QTWFBFKQSA-N,CC12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@](C4)(C(=C)C5)O)C(=O)O)OC2=O)O
CCMSLIB00004697441,IXORZMNAPKEEDV-SNTJWBGVSA-N,N/A,BGC0001605,gibberellin,IXORZMNAPKEEDV-QTWFBFKQSA-N,CC12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@](C4)(C(=C)C5)O)C(=O)O)OC2=O)O
CCMSLIB00004697652,SEEGHKWOBVVBTQ-UKJRIFTCSA-N,N/A,BGC0001269,Gibberellin A7,SEEGHKWOBVVBTQ-UKJRIFTCSA-N,[H][C@@]12CC[C@@H]3C[C@]1(CC3=C)[C@@H](C(O)=O)[C@]1([H])[C@]3(C)[C@@H](O)C=C[C@@]21OC3=O
CCMSLIB00004697652,SEEGHKWOBVVBTQ-UKJRIFTCSA-N,N/A,BGC0001270,gibberellin A7,SEEGHKWOBVVBTQ-NFMPGMCNSA-N,C[C@@]12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@H](C4)C(=C)C5)C(=O)O)OC2=O)O
CCMSLIB00004697653,SEEGHKWOBVVBTQ-UKJRIFTCSA-N,N/A,BGC0001269,Gibberellin A7,SEEGHKWOBVVBTQ-UKJRIFTCSA-N,[H][C@@]12CC[C@@H]3C[C@]1(CC3=C)[C@@H](C(O)=O)[C@]1([H])[C@]3(C)[C@@H](O)C=C[C@@]21OC3=O
CCMSLIB00004697653,SEEGHKWOBVVBTQ-UKJRIFTCSA-N,N/A,BGC0001270,gibberellin A7,SEEGHKWOBVVBTQ-NFMPGMCNSA-N,C[C@@]12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@H](C4)C(=C)C5)C(=O)O)OC2=O)O
CCMSLIB00004697654,SEEGHKWOBVVBTQ-UKJRIFTCSA-N,N/A,BGC0001269,Gibberellin A7,SEEGHKWOBVVBTQ-UKJRIFTCSA-N,[H][C@@]12CC[C@@H]3C[C@]1(CC3=C)[C@@H](C(O)=O)[C@]1([H])[C@]3(C)[C@@H](O)C=C[C@@]21OC3=O
CCMSLIB00004697654,SEEGHKWOBVVBTQ-UKJRIFTCSA-N,N/A,BGC0001270,gibberellin A7,SEEGHKWOBVVBTQ-NFMPGMCNSA-N,C[C@@]12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@H](C4)C(=C)C5)C(=O)O)OC2=O)O
CCMSLIB00004697655,SEEGHKWOBVVBTQ-UKJRIFTCSA-N,N/A,BGC0001269,Gibberellin A7,SEEGHKWOBVVBTQ-UKJRIFTCSA-N,[H][C@@]12CC[C@@H]3C[C@]1(CC3=C)[C@@H](C(O)=O)[C@]1([H])[C@]3(C)[C@@H](O)C=C[C@@]21OC3=O
CCMSLIB00004697655,SEEGHKWOBVVBTQ-UKJRIFTCSA-N,N/A,BGC0001270,gibberellin A7,SEEGHKWOBVVBTQ-NFMPGMCNSA-N,C[C@@]12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@H](C4)C(=C)C5)C(=O)O)OC2=O)O
CCMSLIB00004697656,SEEGHKWOBVVBTQ-UKJRIFTCSA-N,N/A,BGC0001269,Gibberellin A7,SEEGHKWOBVVBTQ-UKJRIFTCSA-N,[H][C@@]12CC[C@@H]3C[C@]1(CC3=C)[C@@H](C(O)=O)[C@]1([H])[C@]3(C)[C@@H](O)C=C[C@@]21OC3=O
CCMSLIB00004697656,SEEGHKWOBVVBTQ-UKJRIFTCSA-N,N/A,BGC0001270,gibberellin A7,SEEGHKWOBVVBTQ-NFMPGMCNSA-N,C[C@@]12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@H](C4)C(=C)C5)C(=O)O)OC2=O)O
CCMSLIB00004697657,SEEGHKWOBVVBTQ-UKJRIFTCSA-N,N/A,BGC0001269,Gibberellin A7,SEEGHKWOBVVBTQ-UKJRIFTCSA-N,[H][C@@]12CC[C@@H]3C[C@]1(CC3=C)[C@@H](C(O)=O)[C@]1([H])[C@]3(C)[C@@H](O)C=C[C@@]21OC3=O
CCMSLIB00004697657,SEEGHKWOBVVBTQ-UKJRIFTCSA-N,N/A,BGC0001270,gibberellin A7,SEEGHKWOBVVBTQ-NFMPGMCNSA-N,C[C@@]12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@H](C4)C(=C)C5)C(=O)O)OC2=O)O
CCMSLIB00004697658,SEEGHKWOBVVBTQ-UKJRIFTCSA-N,N/A,BGC0001269,Gibberellin A7,SEEGHKWOBVVBTQ-UKJRIFTCSA-N,[H][C@@]12CC[C@@H]3C[C@]1(CC3=C)[C@@H](C(O)=O)[C@]1([H])[C@]3(C)[C@@H](O)C=C[C@@]21OC3=O
CCMSLIB00004697658,SEEGHKWOBVVBTQ-UKJRIFTCSA-N,N/A,BGC0001270,gibberellin A7,SEEGHKWOBVVBTQ-NFMPGMCNSA-N,C[C@@]12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@H](C4)C(=C)C5)C(=O)O)OC2=O)O
CCMSLIB00004697659,SEEGHKWOBVVBTQ-UKJRIFTCSA-N,N/A,BGC0001269,Gibberellin A7,SEEGHKWOBVVBTQ-UKJRIFTCSA-N,[H][C@@]12CC[C@@H]3C[C@]1(CC3=C)[C@@H](C(O)=O)[C@]1([H])[C@]3(C)[C@@H](O)C=C[C@@]21OC3=O
CCMSLIB00004697659,SEEGHKWOBVVBTQ-UKJRIFTCSA-N,N/A,BGC0001270,gibberellin A7,SEEGHKWOBVVBTQ-NFMPGMCNSA-N,C[C@@]12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@H](C4)C(=C)C5)C(=O)O)OC2=O)O
CCMSLIB00004697660,SEEGHKWOBVVBTQ-UKJRIFTCSA-N,N/A,BGC0001269,Gibberellin A7,SEEGHKWOBVVBTQ-UKJRIFTCSA-N,[H][C@@]12CC[C@@H]3C[C@]1(CC3=C)[C@@H](C(O)=O)[C@]1([H])[C@]3(C)[C@@H](O)C=C[C@@]21OC3=O
CCMSLIB00004697660,SEEGHKWOBVVBTQ-UKJRIFTCSA-N,N/A,BGC0001270,gibberellin A7,SEEGHKWOBVVBTQ-NFMPGMCNSA-N,C[C@@]12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@H](C4)C(=C)C5)C(=O)O)OC2=O)O
CCMSLIB00004697661,SEEGHKWOBVVBTQ-UKJRIFTCSA-N,N/A,BGC0001269,Gibberellin A7,SEEGHKWOBVVBTQ-UKJRIFTCSA-N,[H][C@@]12CC[C@@H]3C[C@]1(CC3=C)[C@@H](C(O)=O)[C@]1([H])[C@]3(C)[C@@H](O)C=C[C@@]21OC3=O
CCMSLIB00004697661,SEEGHKWOBVVBTQ-UKJRIFTCSA-N,N/A,BGC0001270,gibberellin A7,SEEGHKWOBVVBTQ-NFMPGMCNSA-N,C[C@@]12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@H](C4)C(=C)C5)C(=O)O)OC2=O)O
CCMSLIB00004697662,SEEGHKWOBVVBTQ-UKJRIFTCSA-N,N/A,BGC0001269,Gibberellin A7,SEEGHKWOBVVBTQ-UKJRIFTCSA-N,[H][C@@]12CC[C@@H]3C[C@]1(CC3=C)[C@@H](C(O)=O)[C@]1([H])[C@]3(C)[C@@H](O)C=C[C@@]21OC3=O
CCMSLIB00004697662,SEEGHKWOBVVBTQ-UKJRIFTCSA-N,N/A,BGC0001270,gibberellin A7,SEEGHKWOBVVBTQ-NFMPGMCNSA-N,C[C@@]12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@H](C4)C(=C)C5)C(=O)O)OC2=O)O
CCMSLIB00004697663,SEEGHKWOBVVBTQ-UKJRIFTCSA-N,N/A,BGC0001269,Gibberellin A7,SEEGHKWOBVVBTQ-UKJRIFTCSA-N,[H][C@@]12CC[C@@H]3C[C@]1(CC3=C)[C@@H](C(O)=O)[C@]1([H])[C@]3(C)[C@@H](O)C=C[C@@]21OC3=O
CCMSLIB00004697663,SEEGHKWOBVVBTQ-UKJRIFTCSA-N,N/A,BGC0001270,gibberellin A7,SEEGHKWOBVVBTQ-NFMPGMCNSA-N,C[C@@]12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@H](C4)C(=C)C5)C(=O)O)OC2=O)O
CCMSLIB00004697664,SEEGHKWOBVVBTQ-UKJRIFTCSA-N,N/A,BGC0001269,Gibberellin A7,SEEGHKWOBVVBTQ-UKJRIFTCSA-N,[H][C@@]12CC[C@@H]3C[C@]1(CC3=C)[C@@H](C(O)=O)[C@]1([H])[C@]3(C)[C@@H](O)C=C[C@@]21OC3=O
CCMSLIB00004697664,SEEGHKWOBVVBTQ-UKJRIFTCSA-N,N/A,BGC0001270,gibberellin A7,SEEGHKWOBVVBTQ-NFMPGMCNSA-N,C[C@@]12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@H](C4)C(=C)C5)C(=O)O)OC2=O)O
CCMSLIB00004697665,SEEGHKWOBVVBTQ-UKJRIFTCSA-N,N/A,BGC0001269,Gibberellin A7,SEEGHKWOBVVBTQ-UKJRIFTCSA-N,[H][C@@]12CC[C@@H]3C[C@]1(CC3=C)[C@@H](C(O)=O)[C@]1([H])[C@]3(C)[C@@H](O)C=C[C@@]21OC3=O
CCMSLIB00004697665,SEEGHKWOBVVBTQ-UKJRIFTCSA-N,N/A,BGC0001270,gibberellin A7,SEEGHKWOBVVBTQ-NFMPGMCNSA-N,C[C@@]12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@H](C4)C(=C)C5)C(=O)O)OC2=O)O
CCMSLIB00004697666,SEEGHKWOBVVBTQ-UKJRIFTCSA-N,N/A,BGC0001269,Gibberellin A7,SEEGHKWOBVVBTQ-UKJRIFTCSA-N,[H][C@@]12CC[C@@H]3C[C@]1(CC3=C)[C@@H](C(O)=O)[C@]1([H])[C@]3(C)[C@@H](O)C=C[C@@]21OC3=O
CCMSLIB00004697666,SEEGHKWOBVVBTQ-UKJRIFTCSA-N,N/A,BGC0001270,gibberellin A7,SEEGHKWOBVVBTQ-NFMPGMCNSA-N,C[C@@]12[C@H](C=C[C@@]3([C@@H]1[C@@H]([C@]45[C@H]3CC[C@H](C4)C(=C)C5)C(=O)O)OC2=O)O
CCMSLIB00004698924,WEWBWVMTOYUPHH-GXUZYPEDSA-N,N/A,BGC0001316,lotaustralin,WEWBWVMTOYUPHH-QHAQEBJBSA-N,CC[C@](C)(C#N)O[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O
