compound_name	class:subclass	as_classes	smiles	inchi_key	cf_kingdom	cf_superclass	cf_class	cf_subclass	cf_direct_parent	npc_class	npc_superclass	npc_pathway	npc_isglycoside
BGC0001441_belactosin C	Other:	betalactone	CC[C@H](C)[C@H]1[C@@H](OC1=O)C(=O)NCCC[C@H](NC(=O)[C@H](C)N)C(O)=O	ZFCGPWGFGUDLHO-UHFFFAOYSA-N	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Dipeptides	Dipeptides	Small peptides	Amino acids and Peptides	0
BGC0001442_actinonin	NRP:	NRPS	[H][C@@](CCCCC)(CC(=O)NO)C(=O)N[C@@]([H])(C(C)C)C(=O)N1CCC[C@H]1CO	XJLATMLVMSFZBN-UHFFFAOYSA-N	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	N-acyl-alpha amino acids and derivatives	Dipeptides	Small peptides	Amino acids and Peptides	0
BGC0001443_matlystatin A	NRP:,Polyketide:	T1PKS,NRPS	[H][C@](C)(CC)[C@]([H])(NC(=O)[C@@H]1CCCNN1C(=O)[C@H](CCCCC)CC(=O)NO)C(=O)CC	IWWYEUSBHSDVOX-UHFFFAOYSA-N	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Alpha amino acids and derivatives		Small peptides	Amino acids and Peptides	0
BGC0001444_caboxamycin	Other:	PKS-like	OC(=O)C1=CC=CC2=C1N=C(O2)C1=C(O)C=CC=C1	CRLJZJZGYIYVSO-UHFFFAOYSA-N	Organic compounds	Organoheterocyclic compounds	Azoles	Oxazoles	Phenyl-1,3-oxazoles	Macrolide lactones	Macrolides	Polyketides	0
BGC0001445_leporin B	NRP:,Polyketide:Other	T1PKS,NRPS	CC(CCC1)C(C1C(/C=C/C)O2)C3=C2C(C4=CC=CC=C4)=CN(O)C3=O	ZAWHOLMDNIHGEJ-UHFFFAOYSA-N	Organic compounds	Organoheterocyclic compounds	Benzopyrans	1-benzopyrans	Chromenopyridines	Pyridine alkaloids	Nicotinic acid alkaloids	Alkaloids	0
BGC0001446_asparasone A	Polyketide:Other	T1PKS	CC(=O)CC(O)C1=C(O)C2=C(C=C1O)C(=O)C1=C(C(O)=CC(O)=C1)C2=O	JXNCVINFWDAYCA-UHFFFAOYSA-N	Organic compounds	Benzenoids	Anthracenes	Anthraquinones	Hydroxyanthraquinones	Anthraquinones and anthrones	Polycyclic aromatic polyketides	Polyketides	0
BGC0001447_primycin	Polyketide:	T1PKS	CCCCC1C(O)C(C)CCC(O)CCCC(O)CCCC(O)C(C)=CC(O[C@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)C(O)CC(O)CC(O)CC(O)CC(O)CCCCC(C)=CC(C)C(OC1=O)C(C)C(O)CCCNC(N)=N	NYWSLZMTZNODJM-UHFFFAOYSA-N	Organic compounds	Phenylpropanoids and polyketides	Macrolides and analogues		Macrolides and analogues	Macrolide lactones	Macrolides	Polyketides	1
BGC0001448_malacidin A	NRP:Ca+-dependent lipopeptide	NRPS	C[C@@H]1C[C@H]2C(=O)NC([C@@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](C(=O)N[C@H](C(=O)N2C1)C(C)C)C(C)C(=O)O)CC(=O)O)C(C(=O)O)O)CCCCN)C(C)C)NC(=O)[C@H](C(C)C(=O)O)NC(=O)/C=C/C=C\CCC(C)C)C	USNOUEMKNKRWQT-UHFFFAOYSA-N	Organic compounds	Organic acids and derivatives	Peptidomimetics	Hybrid peptides	Hybrid peptides	Cyclic peptides; Depsipeptides	Oligopeptides	Amino acids and Peptides	0
BGC0001448_malacidin B	NRP:Ca+-dependent lipopeptide	NRPS	CCC(C)CC/C=C\C=C\C(=O)N[C@@H](C(C)C(=O)O)C(=O)N[C@H]1C(NC(=O)[C@@H]2C[C@H](CN2C(=O)[C@@H](NC(=O)[C@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC1=O)C(C)C)CCCCN)C(C(=O)O)O)CC(=O)O)C(C)C(=O)O)C(C)C)C)C	SMTCDPMWINUUKC-UHFFFAOYSA-N						Cyclic peptides; Depsipeptides	Oligopeptides	Amino acids and Peptides	0
BGC0001449_ucs1025a	NRP:,Polyketide:Other,Alkaloid:Pyrrolizidine	T1PKS,NRPS	C[C@H]1C=C[C@H]2CCCC[C@@H]2[C@H]1C(=O)[C@H]3[C@H]4[C@@]5([C@@H](CCN5C3=O)C(=O)O4)O	VUQSZZXQGQSRJA-UHFFFAOYSA-N	Organic compounds	Organoheterocyclic compounds	Pyrrolizidines	Pyrrolizidinones	Pyrrolizidinones			Alkaloids	0
BGC0001451_FR900359	NRP:	NRPS	CCC(=O)N[C@@H]([C@@H](C(C)C)O)C(=O)O[C@@H]([C@H]1C(=O)N([C@H](C(=O)O[C@@H]([C@@H](C(=O)O[C@@H](C(=O)N(C(=C)C(=O)N[C@H](C(=O)N([C@H](C(=O)N1)C)C)C)C)CC2=CC=CC=C2)NC(=O)C)C(C)C)[C@@H](C)OC)C)C(C)C	IMXKHFILKMPFGB-UHFFFAOYSA-N	Organic compounds	Organic acids and derivatives	Peptidomimetics	Depsipeptides	Cyclic depsipeptides	Cyclic peptides; Depsipeptides	Oligopeptides	Amino acids and Peptides; Polyketides	0
BGC0001453_desferrioxamine	Other:	siderophore	CC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCN)O)O)O	UBQYURCVBFRUQT-UHFFFAOYSA-N	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Carboxylic acid derivatives	Acetohydroxamic acids	N-acyl amines	Fatty amides	Fatty acids	0
BGC0001454_germicidin	Other:	T3PKS	CCC(C)C1=CC(O)=C(CC)C(=O)O1	NPQKQKITPJTEBK-UHFFFAOYSA-N	Organic compounds	Organoheterocyclic compounds	Pyrans	Pyranones and derivatives	Pyranones and derivatives	2-pyrone derivatives	Cyclic polyketides	Polyketides	0
BGC0001455_antimycin	NRP:,Polyketide:	T1PKS,NRPS	C[C@@H]1[C@H](OC=C2C1=C(C(=C(C2=O)C(=O)O)O)C)C	CBGDIJWINPWWJW-UHFFFAOYSA-N	Organic compounds	Organoheterocyclic compounds	Benzopyrans		Benzopyrans	Azaphilones	Chromanes	Polyketides	0
BGC0001457_jomthonic acid A	NRP:	T1PKS,NRPS	C\C=C(/C)\C=C\C(=O)N[C@@H]([C@H](C)C1=CC=CC=C1)C(=O)O[C@H](C)[C@@H](C)C(O)=O	VVPVXDHEFAYPAR-UHFFFAOYSA-N	Organic compounds	Organic acids and derivatives	Peptidomimetics	Depsipeptides	Depsipeptides	Simple amide alkaloids	Peptide alkaloids	Alkaloids	0
BGC0001457_jomthonic acid B	NRP:	T1PKS,NRPS	C/C=C/C=C/C(=O)N[C@@H]([C@H](C)C1=CC=CC=C1)C(=O)O[C@H](C)[C@@H](C)C(=O)O	KNPRAIKHBOCDJD-UHFFFAOYSA-N									0
BGC0001457_jomthonic acid C	NRP:	T1PKS,NRPS	C/C=C(\C)/C=C/C(=O)N[C@@H]([C@H](C)C1=CC=CC=C1)C(=O)O[C@H](C)CC(=O)O	AVTHWMAILGATEZ-UHFFFAOYSA-N						Simple amide alkaloids	Peptide alkaloids	Alkaloids	0
BGC0001458_salinipostin G	Other:Aminocoumarin	butyrolactone	CCCCCCCCCCCCCCO[P@]1(=O)OC[C@@H]2COC(=O)C2=C(CCC)O1	UIKGSXDREMPCSW-UHFFFAOYSA-N	Organic compounds	Organoheterocyclic compounds	Lactones	Gamma butyrolactones	Gamma butyrolactones	Long-Chain Bicyclic Phosphotriester	Glycerophospholipids	Fatty acids	0
BGC0001459_decaplanin	NRP:Glycopeptide	NRPS,T3PKS	CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)C(C(C(=O)NC(C(=O)NC5C(=O)NC7C8=CC(=C(C=C8)O)C9=C(C=C(C=C9C(NC(=O)C(C(C1=CC=C(O4)C=C1)OC1CC(C(C(O1)C)O)(C)N)NC7=O)C(=O)O)O)O)CC(=O)N)NC(=O)C(CC(C)C)NC)O)Cl)CO)O)O)O)O)O	SJSZMXQSCZCGFO-UHFFFAOYSA-N	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Oligopeptides	Vancomycins and Teicoplanins	Oligopeptides	Amino acids and Peptides	1
BGC0001460_decaplanin	NRP:Glycopeptide	NRPS,T3PKS	CC1C(C(C(C(O1)OC2C(C(C(OC2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)C(C(C(=O)NC(C(=O)NC5C(=O)NC7C8=CC(=C(C=C8)O)C9=C(C=C(C=C9C(NC(=O)C(C(C1=CC=C(O4)C=C1)OC1CC(C(C(O1)C)O)(C)N)NC7=O)C(=O)O)O)O)CC(=O)N)NC(=O)C(CC(C)C)NC)O)Cl)CO)O)O)O)O)O	SJSZMXQSCZCGFO-UHFFFAOYSA-N	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Oligopeptides	Vancomycins and Teicoplanins	Oligopeptides	Amino acids and Peptides	1
BGC0001462_avoparcin	NRP:Glycopeptide	NRPS,T3PKS	C[C@H]1[C@@H]([C@@H](C[C@@H](O1)O[C@H]2[C@H]3C(=O)N[C@@H](C4=CC(=CC(=C4C5=C(C=CC(=C5)[C@H](C(=O)N3)NC(=O)[C@H]6C7=CC(=C(C(=C7)OC8=C(C=C2C=C8)Cl)O[C@H]9C([C@H]([C@@H]([C@H](O9)CO)O)O)O[C@H]1C[C@H]([C@H]([C@@H](O1)C)O)N)OC1=CC=C(C=C1)[C@H]([C@H](C(=O)N[C@H](C(=O)N6)C1=CC=C(C=C1)O)NC(=O)[C@@H](C1=CC=C(C=C1)O[C@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)C)O)O)O)NC)O)O)O)O)C(=O)O)N)O	OTKPPUXRIADSGD-UHFFFAOYSA-N	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Oligopeptides	Vancomycins and Teicoplanins	Oligopeptides	Amino acids and Peptides	1
BGC0001464_tetrabromopyrrole	Other:		C1(=C(NC(=C1Br)Br)Br)Br	MIIWISWSCMVZHG-UHFFFAOYSA-N	Organic compounds	Organohalogen compounds	Aryl halides	Aryl bromides	Aryl bromides		Proline alkaloids	Alkaloids	0
BGC0001467_hapalosin	NRP:Cyclic depsipeptide,Polyketide:Other	T1PKS,NRPS	CCCCCCC[C@H]1OC(=O)C[C@@H](O)[C@H](CC2=CC=CC=C2)N(C)C(=O)[C@@H](OC(=O)[C@H]1C)C(C)C	NJNAHFYVTBZQHU-UHFFFAOYSA-N	Organic compounds	Phenylpropanoids and polyketides	Macrolide lactams		Macrolide lactams	Depsipeptides; Lipopeptides	Oligopeptides	Amino acids and Peptides; Polyketides	0
BGC0001468_bicyclomycin	Other:tRNA-derived	CDPS	[H][C@](O)([C@@](C)(O)CO)[C@@]12NC(=O)[C@@](O)(NC1=O)C(=C)CCO2	WOUDXEYYJPOSNE-UHFFFAOYSA-N	Organic compounds	Organic oxygen compounds	Organooxygen compounds	Alcohols and polyols	Tertiary alcohols			Alkaloids	0
BGC0001469_marthiapeptide A	NRP:	NRPS	[H][C@@]12CSC(=N1)C1=CSC(=N1)C1=CSC(=N1)C1=CSC(=N1)[C@@H](C)NC(=O)[C@@]([H])(NC(=O)[C@@H](CC1=CC=CC=C1)NC2=O)[C@@H](C)CC	BTQRWSUKDHTMKD-UHFFFAOYSA-N	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Oligopeptides	Cyclic peptides	Oligopeptides	Amino acids and Peptides	0
BGC0001470_macrobrevin	Polyketide:Other	transAT-PKS-like,PKS-like,transAT-PKS	CCC(C)C(O)/C=C/C(C)=C/C=C/C(C)CC(C)C(O1)CC(O)C(C)/C=C/C=C/C(C)C/C=C(C)/C(O)/C=C/CC(O)C(C)/C=C/C1=O	HIQQTBOXDUIOIH-UHFFFAOYSA-N						Polyene macrolides	Macrolides	Polyketides	0
BGC0001471_saalfelduracin	RiPP:Thiopeptide	thiopeptide	C[C@H]([C@H](NC1=S)C2=NC([C@](N3)([H])[C@](C4=NC(C(N[C@@](C(N/C(C5=N[C@](C(N[C@](C(C)(O)[C@@H](C)O)([H])C6=NC1=CS6)=O)([H])CS5)=C\C)=O)([H])[C@@H](C)O)=O)=CS4)(NC(C(NC(C(NC(C(NC([C@@](C)([H])N[C@@H]7C=CC8=C(N=C9C=C8[C@@H](O)C)[C@H]7O)=O)=C)=O)=C)=O)=C)=O)CCC3C%10=NC(C(NC(C(NC(C(O)=O)=C)=O)=C)=O)=CS%10)=CS2)OC9=O	AGEJUJRSMSUTBD-UHFFFAOYSA-N						RiPPs-Thiopeptides	Oligopeptides	Amino acids and Peptides	0
BGC0001472_berninamycin A	RiPP:	thiopeptide,LAP	C/C=C\1/C2=NC(=C(O2)C)C(=O)NC(=C)C(=O)N[C@H](C(=O)NC(=C)C3=NC(=C(O3)C)C(=O)NC(=C)C(=O)NC(=C)C4=NC(=CO4)C5=C(C=CC(=N5)C(=O)NC(=C)C(=O)NC(=C)C(=O)N)C6=NC(=CS6)C(=O)N[C@H](C(=O)N1)[C@@H](C)O)C(C)(C)O	CAFFHXXVDGAVPH-UHFFFAOYSA-N	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Cyclic peptides	Cyclic peptides; RiPPs-Thiopeptides	Oligopeptides	Amino acids and Peptides	0
BGC0001473_Sch 18640	RiPP:Thiopeptide	thiopeptide,TfuA-related	C[C@H]([C@H](NC1=S)C2=NC([C@@H](N3)[C@](C4=NC(C(N[C@@](C(N/C(C5=N[C@@H](C(N[C@](C(C)(O)[C@@H](C)O)([H])C6=NC1=CS6)=O)CS5)=C\C)=O)([H])[C@@H](C)O)=O)=CS4)(NC([C@H](C)NC(C(NC([C@H](C)NC([C@H]([C@@H](CC)C)N[C@@H]7C=CC8=C(N=C9C=C8[C@@H](O)C)[C@H]7O)=O)=O)=C)=O)=O)CC[C@@H]3C%10=NC(C(NC(C(NC(C(N)=O)=C)=O)=C)=O)=CS%10)=CS2)OC9=O	AFAZQKILLUAQTN-UHFFFAOYSA-N						RiPPs-Thiopeptides	Oligopeptides	Amino acids and Peptides	0
BGC0001474_thiopeptin	RiPP:Thiopeptide	thiopeptide,TfuA-related	C[C@H]([C@H](NC1=S)C2=NC([C@@H](N3)[C@](C4=NC(C(N[C@@](C(N/C(C5=N[C@@H](C(N[C@](C(C)(O)[C@@H](C)O)([H])C6=NC1=CS6)=O)CS5)=C\C)=O)([H])[C@@H](C)O)=O)=CS4)(NC([C@H](C)NC(C(NC([C@H](C)NC([C@H](C(C)C)N[C@@H]7C=CC8=C(N=C9C=C8[C@@H](O)C)[C@H]7O)=O)=O)=C)=O)=O)CC[C@@H]3C%10=NC(C(NC(C(NC(C(O)=O)=C)=O)=C)=O)=CS%10)=CS2)OC9=O	XLCGNZQPUQXSOY-UHFFFAOYSA-N	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Oligopeptides	RiPPs-Thiopeptides	Oligopeptides	Amino acids and Peptides	0
BGC0001475_aspterric acid	Polyketide:	terpene	CC(=C1CCC23C1CCC(C(C2)OC3)(C(=O)O)O)C	IOYVXXQKVQKQIG-UHFFFAOYSA-N	Organic compounds	Organic acids and derivatives	Hydroxy acids and derivatives	Alpha hydroxy acids and derivatives	Alpha hydroxy acids and derivatives	Daucane sesquiterpenoids	Sesquiterpenoids	Terpenoids	0
BGC0001476_pseudouridimycin	Other:Nucleoside	other,nucleoside	NC(=N)NCC(=O)N(O)[C@@H](CCC(N)=O)C(=O)NC[C@H]1O[C@H]([C@H](O)[C@@H]1O)C1=CNC(=O)NC1=O	XDEYHXABZOKKDZ-UHFFFAOYSA-N	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Glutamine and derivatives		Peptide alkaloids	Alkaloids	0
BGC0001477_lydicamycin	NRP:,Polyketide:Other	T1PKS,NRPS	CC1=CC2C(CCC(C2O)O)C(C1CCC(C)C(/C(=C/CC(/C=C/C(C)C(/C=C/CC(/C(=C/CC(CC3CCCN3C(=N)N)O)/C)O)O)O)/C)O)(C)/C(=C\4/C(=O)CNC4=O)/O	HNSRCWWMQWCNGW-UHFFFAOYSA-N						3-Decalinoyltetramic acids	Cyclic polyketides	Amino acids and Peptides; Polyketides	0
BGC0001478_desferrioxamine E	Other:	siderophore	C1CCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CC1)O)O)O	NHKCCADZVLTPPO-UHFFFAOYSA-N	Organic compounds	Phenylpropanoids and polyketides	Macrolactams		Macrolactams	Cyclic peptides	Oligopeptides	Amino acids and Peptides	0
BGC0001479_anabaenopeptin NZ857	NRP:	NRPS	CC[C@H](C)[C@@H]1NC(=O)[C@@H](CCCCNC(=O)[C@H](CCC2=CC=C(O)C=C2)NC(=O)CN(C)C(=O)[C@H](CCC2=CC=C(O)C=C2)NC1=O)NC(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O	HRGWILAIPXJBIB-UHFFFAOYSA-N	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Oligopeptides	Anabaenopeptins; Cyclic peptides	Oligopeptides	Amino acids and Peptides	0
BGC0001479_nostamide A	NRP:	NRPS	O=C(NCCCC[C@@H](NC(N[C@@H](CC1=CC=CC=C1)C(O)=O)=O)C2=O)[C@H](CCC3=CC=C(O)C=C3)NC(CN(C)C([C@@H](NC([C@@H](N2)[C@@H](CC)C)=O)CCC4=CC=CC=C4)=O)=O	CTLZWDJBHPYFAL-UHFFFAOYSA-N						Anabaenopeptins; Cyclic peptides	Oligopeptides	Amino acids and Peptides	0
BGC0001480_tundrenone	Other:	NRPS,butyrolactone	O[C@@H]1C=CC([C@](C2)([H])[C@H]1OC(C(OCC(C(O)C(CCCCC)=O)=C)=O)=C)=C(O)C2=O	QEUHGZGGGPRQOJ-UHFFFAOYSA-N	Organic compounds	Lipids and lipid-like molecules	Fatty Acyls	Fatty alcohol esters	Fatty alcohol esters			Polyketides	0
BGC0001481_α-acorenol	Terpene:	terpene	C[C@H]1CCC([C@@]12CCC(=CC2)C)C(C)(C)O	XDVDHFJMCJWDPI-UHFFFAOYSA-N	Organic compounds	Organic oxygen compounds	Organooxygen compounds	Alcohols and polyols	Tertiary alcohols	Acorane sesquiterpenoids	Sesquiterpenoids	Terpenoids	0
BGC0001483_5-isoprenylindole-3-carboxylate β-D-glycosyl ester	Other:	indole	CC(=CCC1=CC2=C(C=C1)C(=CN2)C(=O)O[C@H]3[C@@H]([C@H](C=C(O3)C(=O)O)O)O)C	ABLCZPDNHVQCBP-UHFFFAOYSA-N									1
BGC0001484_2'-amino-2'-deoxyadenosine	Other:		N[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1N1C=NC2=C1N=CN=C2N	CQKMBZHLOYVGHW-UHFFFAOYSA-N	Organic compounds	Nucleosides, nucleotides, and analogues	Purine nucleosides	Purine 2'-deoxyribonucleosides	Purine 2'-deoxyribonucleosides	Purine nucleos(t)ides	Nucleosides	Carbohydrates	0
BGC0001484_2'-chloropentostatin	Other:		C1[C@H](C2=C(NC=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)Cl)O/C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)N	BIJKEIIWFILUFX-UHFFFAOYSA-N						Purine nucleos(t)ides	Nucleosides	Carbohydrates	0
BGC0001487_3,7-dihydroxytropolone	Other:	butyrolactone	C1=CC(=O)C(=C(C(=C1)O)O)O	HQLHJCFATKAUSO-UHFFFAOYSA-N	Organic compounds	Hydrocarbon derivatives	Tropones	Tropolones	Tropolones	Tropolones and derivatives (Shikimate)	Tropolones	Shikimates and Phenylpropanoids	0
BGC0001488_4-formylaminooxyvinylglycine	Other:		N[C@@H](\C=C\ONC=O)C(O)=O	BICCALWGKRVQAV-UHFFFAOYSA-N	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	L-alpha-amino acids	Aminoacids	Small peptides	Amino acids and Peptides	0
BGC0001489_6-hydroxymellein	Polyketide:	T1PKS	C[C@@H]1CC2=CC(=CC(=C2C(=O)O1)O)O	DHLPMLVSBRRUGA-UHFFFAOYSA-N	Organic compounds	Benzenoids	Benzene and substituted derivatives	Benzoic acids and derivatives	Hydroxybenzoic acid derivatives	Isocoumarins	Coumarins	Shikimates and Phenylpropanoids	0
BGC0001491_67-121C	Polyketide:	T1PKS,NRPS-like	C[C@@H]1[C@H]([C@@H]([C@@H]([C@@H](O1)OC/2CC3C(C(CC(O3)(CC(CC(CC(CC(CC(CC(CC(=O)OC(C(/C=C\C=C/C=C\C=C/C=C\C=C/C=C2)C)C(C)CCC(CC(=O)C4=CC=C(C=C4)NC)O)O)O)O)O)O)O)O)O)C(=O)O)O)N)O[C@H]5[C@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O	FZQYJNCKADYOTN-UHFFFAOYSA-N						Polyene macrolides	Macrolides	Polyketides	1
BGC0001492_abyssomicin W	Polyketide:	T1PKS	C[C@H]\1C[C@](C(=O)C[C@H]\2[C@H]3[C@@H]([C@@]4([C@H](C[C@]3(C(=O)O4)OC(=O)/C2=C1\O)C)C)O)(C)O	FAFGDIIANZCFAM-UHFFFAOYSA-N	Organic compounds	Organoheterocyclic compounds	Lactones	Delta valerolactones	Delta valerolactones	Spirotetronate macrolides	Macrolides	Polyketides	0
BGC0001492_abyssomicin X	Polyketide:	T1PKS	C[C@@H]1C[C@]2([C@@H](C=C1C)/C=C/C(=O)O)C(=C(C(=O)O2)C(=O)[C@@H](C)CC(=O)C)O	JOZRZQMZAIQZPI-UHFFFAOYSA-N								Polyketides; Terpenoids	0
BGC0001495_actinoallolide A	Polyketide:	T1PKS	CCC1C(=O)C2(C)CC(C)=CCC(OC(=O)CC1(O)O2)C(C)C(O)C(C)CC(C)=CC(C)C(O)C(C)C(=O)CC	HGDVFZDJXDLEKR-UHFFFAOYSA-N	Organic compounds	Lipids and lipid-like molecules	Prenol lipids	Sesterterpenoids	Sesterterpenoids	Open-chain polyketides	Linear polyketides	Polyketides	1
BGC0001497_actinonin	Polyketide:	NRPS	CCCCC[C@H](CC(=O)NO)C(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1CO	XJLATMLVMSFZBN-UHFFFAOYSA-N	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	N-acyl-alpha amino acids and derivatives	Dipeptides	Small peptides	Amino acids and Peptides	0
BGC0001498_aerobactin	Other:	siderophore	CC(=O)N(CCCC[C@@H](C(=O)O)NC(=O)CC(CC(=O)N[C@@H](CCCCN(C(=O)C)O)C(=O)O)(C(=O)O)O)O	KDHHWXGBNUCREU-UHFFFAOYSA-N	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	N-acyl-alpha amino acids			Amino acids and Peptides	0
BGC0001499_aerobactin	Other:	siderophore	CC(=O)N(CCCC[C@@H](C(=O)O)NC(=O)CC(CC(=O)N[C@@H](CCCCN(C(=O)C)O)C(=O)O)(C(=O)O)O)O	KDHHWXGBNUCREU-UHFFFAOYSA-N	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	N-acyl-alpha amino acids			Amino acids and Peptides	0
BGC0001501_ambiguine P	Alkaloid:	other	C[C@@]1(CC[C@@]2(O)C3=C1C=CC(C)(C)C1=C3C3=C(N1)C=CC=C3C2(C)C)C=C	YIXMOSKWKGHGSQ-UHFFFAOYSA-N	Organic compounds	Organoheterocyclic compounds	Indoles and derivatives	Indoles	Indoles	Hapalindole alkaloids	Tryptophan alkaloids	Alkaloids	0
BGC0001502_amonabactin P 750	NRP:	NRPS	N[C@@H](CCCCNC(=O)CNC(=O)C1=CC=CC(O)=C1O)C(=O)N[C@@H](CCCCNC(=O)C1=CC=CC(O)=C1O)C(=O)N[C@@H](CC1=CC=CC=C1)C(O)=O	AQVANOYBWBHIEH-UHFFFAOYSA-N	Organic compounds	Organic acids and derivatives	Carboxylic acids and derivatives	Amino acids, peptides, and analogues	Oligopeptides	Linear peptides; Tripeptides	Oligopeptides; Small peptides	Amino acids and Peptides	0
BGC0001506_anantin B1	RiPP:	lassopeptide	CC[C@H](C)[C@H]1C(=O)NCC(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@@H](CC(=O)NCC(=O)N[C@H](C(=O)N1)CC2=CC=CC=C2)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](CC3=CC=CC=C3)C(=O)NCC(=O)N[C@@H](CC4=CN=CN4)C(=O)N[C@@H](CC5=CC=C(C=C5)O)C(=O)N[C@@H](CO)C(=O)NCC(=O)NCC(=O)N[C@@H](CC6=CC=CC=C6)C(=O)O)CC(=O)N)CC7=CNC8=CC=CC=C87	CZUGODYQYHOOOX-UHFFFAOYSA-N						RiPPs-Lasso peptides	Oligopeptides	Amino acids and Peptides	0
BGC0001506_anantin B2	RiPP:	lassopeptide	CC[C@H](C)[C@H]1C(=O)NCC(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@@H](CC(=O)NCC(=O)N[C@H](C(=O)N1)CC2=CC=CC=C2)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@@H](CC3=CC=CC=C3)C(=O)NCC(=O)N[C@@H](CC4=CN=CN4)C(=O)N[C@@H](CC5=CC=C(C=C5)O)C(=O)N[C@@H](CO)C(=O)NCC(=O)NCC(=O)O)CC(=O)N)CC6=CNC7=CC=CC=C76	KAPDWNVKXTVBBX-UHFFFAOYSA-N						RiPPs-Lasso peptides	Oligopeptides	Amino acids and Peptides	0
BGC0001508_andrastin A	Polyketide:	T1PKS	[H][C@]12CC[C@@]3(C)[C@@]([H])(C=C(C)[C@@]4(C)C(=O)C(C)=C(O)[C@@]34C(=O)OC)[C@@]1(CC[C@H](OC(C)=O)C2(C)C)C=O	SNSSSENJBPCLPM-UHFFFAOYSA-N	Organic compounds	Lipids and lipid-like molecules	Steroids and steroid derivatives	Steroid esters	Steroid esters	Tetraketide meroterpenoids	Meroterpenoids	Polyketides; Terpenoids	0
BGC0001510_anisomycin	Other:		COC1=CC=C(C[C@H]2NC[C@H](O)[C@H]2OC(C)=O)C=C1	YKJYKKNCCRKFSL-UHFFFAOYSA-N	Organic compounds	Benzenoids	Phenol ethers	Anisoles	Anisoles	Pyrrolidine alkaloids	Ornithine alkaloids	Alkaloids	0
BGC0001511_ansamitocin P-3	Polyketide:	T1PKS,NRPS-like	C[C@@H]1[C@@H]2C[C@]([C@@H](/C=C/C=C(/CC3=CC(=C(C(=C3)OC)Cl)N(C(=O)C[C@@H]([C@]4([C@H]1O4)C)OC(=O)C(C)C)C)\C)OC)(NC(=O)O2)O	OPQNCARIZFLNLF-UHFFFAOYSA-N	Organic compounds	Phenylpropanoids and polyketides	Macrolactams		Macrolactams	Ansa macrolides	Macrolides	Polyketides	0
